Module	Section	Sample Name	Source
Bismark	alignment	E-2.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-2.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-10.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-10.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-6.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-6.1_bismark_bt2_PE_report.txt
Bismark	alignment	I-9.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/I-9.1_bismark_bt2_PE_report.txt
Bismark	alignment	I-6.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/I-6.1_bismark_bt2_PE_report.txt
Bismark	alignment	H-2.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/H-2.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-9.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-9.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-13.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-13.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-18.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-18.1_bismark_bt2_PE_report.txt
Bismark	alignment	G-5.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/G-5.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-17.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-17.1_bismark_bt2_PE_report.txt
Bismark	alignment	G-10.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/G-10.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-21.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-21.1_bismark_bt2_PE_report.txt
Bismark	alignment	G-7.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/G-7.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-12.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-12.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-21.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-21.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-6.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-6.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-16.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-16.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-19.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-19.1_bismark_bt2_PE_report.txt
